inchikey,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53
SUJUHGSWHZTSEU-FYBSXPHGSA-N,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0
SULWMEGSVQCTSK-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUNMBRGCANLOEG-UHFFFAOYSA-N,0.0,0.0,,,0.0,1.0,1.0,,1.0,0.0,,1.0
SUNXFMPZAFGPFW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,
SUPCQIBBMFXVTL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUSQOBVLVYHIEX-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUSRORUBZHMPCO-UHFFFAOYSA-N,,0.0,0.0,1.0,,,0.0,0.0,0.0,,,0.0
SUWREQRNTXCCBL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUXQDLLXIBLQHW-UHFFFAOYSA-N,,,,,,,,0.0,,0.0,,
SVCQBXMFONNZHX-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVENPFFEMUOOGK-SDNWHVSQSA-N,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0
SVHOVVJFOWGYJO-UHFFFAOYSA-N,1.0,0.0,0.0,,,0.0,,,0.0,,1.0,
SVJKYIUJRJEABK-UHFFFAOYSA-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVMGVZLUIWGYPH-UHFFFAOYSA-N,0.0,0.0,0.0,1.0,,0.0,,,0.0,,,1.0
SVONRAPFKPVNKG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVPKNMBRVBMTLB-UHFFFAOYSA-N,1.0,0.0,0.0,1.0,,,0.0,,0.0,1.0,1.0,
SVSFIELZISOJDT-XRZFDKQNSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
SVTBMSDMJJWYQN-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVTOYMIYCMHPIV-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
SVURIXNDRWRAFU-OGMFBOKVSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0
SVXDHPADAXBMFB-JXMROGBWSA-N,,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,1.0,1.0
SVYBEBLNQGDRHF-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
SVYKKECYCPFKGB-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
SWAJJKROCOJICG-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
SWECWXGUJQLXJF-HFNHQGOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWEICGMKXPNXNU-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
SWELIMKTDYHAOY-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWFNPENEBHAHEB-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,1.0
SWIJYDAEGSIQPZ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
SWJPEBQEEAHIGZ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWKDMSRRIBZZAY-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SWPPXVFKWWEYSV-SERMZQFOSA-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWUARLUWKZWEBQ-VQHVLOKHSA-N,,0.0,0.0,,,1.0,0.0,0.0,1.0,,,1.0
SWUIQEBPZIHZQS-UHFFFAOYSA-N,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWWHCQCMVCPLEQ-UHFFFAOYSA-N,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
SWXVUIWOUIDPGS-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWXXKWPYNMZFTE-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWZDQOUHBYYPJD-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWZMSZQQJRKFBP-WZRBSPASSA-N,,0.0,0.0,,,0.0,,,1.0,,0.0,
SXJYSIBLFGQAND-UHFFFAOYSA-N,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
SXONDGSPUVNZLO-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SXPUVBFQXJHYNS-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
SXPWTBGAZSPLHA-UHFFFAOYSA-M,0.0,0.0,,,,0.0,,,,,1.0,
SXQBHARYMNFBPS-UHFFFAOYSA-N,1.0,0.0,0.0,,,,0.0,1.0,0.0,1.0,,0.0
SXRSQZLOMIGNAQ-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
SXTAYKAGBXMACB-DPVSGNNYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SXVPOSFURRDKBO-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SXXHVPYRDFJKPG-VXJLCZPPSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
SXXILWLQSQDLDL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
SXYIRMFQILZOAM-LJXHFVHTSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
SXYZQZLHAIHKKY-GSTUPEFVSA-N,0.0,1.0,1.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
SYBYTAAJFKOIEJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
SYCBXBCPLUFJID-UHFFFAOYSA-N,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
SYDNSSSQVSOXTN-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYHDSBBKRLVLFF-UHFFFAOYSA-N,,0.0,0.0,,,0.0,,,,,,
SYJGKVOENHZYMQ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYQNUQSGEWNWKV-XUIVZRPNSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYTBZMRGLBWNTM-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
SZBRISJDXSIRRE-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZBULDQSDUXAPJ-XNIJJKJLSA-N,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
SZCWBURCISJFEZ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZDIFSKUQQLAMT-UHFFFAOYSA-M,,0.0,,,,0.0,,,,,1.0,
SZFPYBIJACMNJV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
SZHIIIPPJJXYRY-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZHOJFHSIKHZHA-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
SZIFAVKTNFCBPC-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZKQYDBPUCZLRX-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
SZLZWPPUNLXJEA-LAFLMMDJSA-N,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
SZQIFWWUIBRPBZ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
SZRPDCCEHVWOJX-UHFFFAOYSA-N,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0
SZRSEFNUSHACPD-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,
SZWKGOZKRMMLAJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,,,0.0,,1.0,
SZYJELPVAFJOGJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTWJBBZEZQICBI-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUAMRELNJMMDMT-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBQDCKAWGHZPF-UHFFFAOYSA-N,,0.0,1.0,,0.0,0.0,1.0,,1.0,1.0,1.0,1.0
TUFADSGTJUOBEH-ZWNOBZJWSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
TUIXDPUEMQXVHO-UHFFFAOYSA-N,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
TUNFSRHWOTWDNC-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUPKOWFPVAXQFP-OFNKIYASSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TUQLBJAHRWROHB-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
TUQOTMZNTHZOKS-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
TURHTASYUMWZCC-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVBUSVDXSSKDSK-UHFFFAOYSA-N,1.0,0.0,,,,0.0,,,0.0,,,1.0
TVDSBUOJIPERQY-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVIDDXQYHWJXFK-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVJPBVNWVPUZBM-UHFFFAOYSA-N,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TVLSRXXIMLFWEO-UHFFFAOYSA-N,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TVMXDCGIABBOFY-UHFFFAOYSA-N,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
TVMXJQZBKOMFQK-OOARYINLSA-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVPJGGZLZLUPOB-SPIKMXEPSA-N,1.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0
TVQGDYNRXLTQAP-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
TVQZAMVBTVNYLA-UHFFFAOYSA-N,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVTJZMHAIQQZTL-HREVRLCXSA-M,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
TVURRHSHRRELCG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0
TVYLLZQTGLZFBW-ZBFHGGJFSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVZCRIROJQEVOT-CABCVRRESA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVZGACDUOSZQKY-LBPRGKRZSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
TVZIWRMELPWPPR-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWBPWBPGNQWFSJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
TWBRXRGFFUATNI-UHFFFAOYSA-M,0.0,0.0,,,,,0.0,,,,,1.0
TWBYWOBDOCUKOW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWFQJFPTTMIETC-UHFFFAOYSA-N,0.0,0.0,,,,,0.0,0.0,0.0,,,
TWFQKNGANGSSRM-UHFFFAOYSA-M,0.0,0.0,,,,1.0,1.0,,1.0,,,1.0
TWFZGCMQGLPBSX-UHFFFAOYSA-N,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TWGUZEUZLCYTCG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWIIVLKQFJBFPW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0
TWLBRQVYXPMCFK-UHFFFAOYSA-N,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
TWLDBACVSHADLI-UHFFFAOYSA-N,,,,,,,,0.0,,0.0,,
TWLLPUMZVVGILS-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWLMSPNQBKSXOP-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TWMFGCHRALXDAR-UHFFFAOYSA-N,0.0,0.0,,,,,,,0.0,,,
TWPMMLHBHPYSMT-UHFFFAOYSA-N,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TWWSEEHCVDRRRI-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWXDDNPPQUTEOV-FVGYRXGTSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
TWXDDNPPQUTEOV-SBSPUUFOSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
TWXUTZNBHUWMKJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWYFGYXQSYOKLK-LREBCSMRSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
TXBCBTDQIULDIA-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
TXCDCPKCNAJMEE-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXCGAZHTZHNUAI-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXFPEBPIARQUIG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXJUTRJFNRYTHH-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXLCJMHILCSZJG-QNTYDACNSA-N,,,,,,,,1.0,,0.0,,
TXMRAEGWZZVGIH-UHFFFAOYSA-M,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
TXNSZCSYBXHETP-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TXTWXQXDMWILOF-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
TXUICONDJPYNPY-FRXWOFFRSA-N,0.0,1.0,1.0,,1.0,1.0,0.0,,0.0,,,
TXUZVZSFRXZGTL-QPLCGJKRSA-N,,0.0,,1.0,,,,,,,,
TXVAYRSEKRMEIF-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXVHTIQJNYSSKO-UHFFFAOYSA-N,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
TXWBOBJCRVVBJF-YTGGZNJNSA-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
TXWOGHSRPAYOML-UHFFFAOYSA-N,,,,,,,,0.0,,0.0,,
TXXWBTOATXBWDR-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYCNXOAPQGVAQU-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYFQFVWCELRYAO-UHFFFAOYSA-N,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYIRELDXFZWDBV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYIYMOAHACZAMQ-CQSZACIVSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYMLOMAKGOJONV-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
TYNKKGLBKXZIHX-XLOMBBFOSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
TYNLGDBUJLVSMA-UHFFFAOYSA-N,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TYQXKHPOXXXCTP-CSLYCKPJSA-N,,,,,,,,0.0,,0.0,,
TYTTZVDFWCBYPG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TYYBBNOTQFVVKN-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYYBFXNZMFNZJT-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
TYZROVQLWOKYKF-ZDUSSCGKSA-N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
TZBJGXHYKVUXJN-UHFFFAOYSA-N,1.0,0.0,0.0,,1.0,1.0,,1.0,1.0,0.0,1.0,1.0
TZBPRYIIJAJUOY-UHFFFAOYSA-N,1.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
TZFWDZFKRBELIQ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
TZGFQIXRVUHDLE-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZIHFWKZFHZASV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
TZIZWYVVGLXXFV-FLRHRWPCSA-N,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
TZJLGGWGVLADDN-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZJUVVIWVWFLCD-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZLNJNUWVOGZJU-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
TZOICBMBENXHNK-UHFFFAOYSA-N,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TZPGTGQRVXSGQM-HTKRKRNRSA-K,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,0.0
TZRXHJWUDPFEEY-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZWKUQDQKPYNLL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZXKOCQBRNJULO-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
TZYRSLHNPKPEFV-UHFFFAOYSA-N,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZZGHGKTHXIOMN-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UACOQEQOBAQRDQ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UACOXBQBNWQWOK-UHFFFAOYSA-N,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
UADWUILHKRXHMM-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
UAEPNZWRGJTJPN-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAHWPYUMFXYFJY-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
UAIUNKRWKOVEES-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
UAIXRPCCYXNJMQ-RZIPZOSSSA-N,0.0,0.0,0.0,,,0.0,,,0.0,1.0,,
UAIYNMRLUHHRMF-AATRIKPKSA-N,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
UAKWLVYMKBWHMX-PTNGSMBKSA-N,1.0,,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
UAOMVDZJSHZZME-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAORFCGRZIGNCI-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBAJTZKNDCEGKL-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
UBCKGWBNUIFUST-UHFFFAOYSA-N,0.0,0.0,0.0,1.0,,,,1.0,,0.0,,
UBCKGWBNUIFUST-YHYXMXQVSA-N,0.0,0.0,0.0,1.0,,,,1.0,,0.0,,0.0
UBDNTYUBJLXUNN-IFLJXUKPSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBDZFAGVPPMTIT-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBNYRXMKIIGMKK-UHFFFAOYSA-N,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0
UBOXGVDOUJQMTN-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
UBQKCCHYAOITMY-UHFFFAOYSA-N,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBQNRHZMVUUOMG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBRIHZOFEJHMIT-UHFFFAOYSA-N,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBRKDAVQCKZSPO-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBUCNCOMADRQHX-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
UBWXUGDQUBIEIZ-QNTYDACNSA-N,0.0,1.0,1.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0
UBXYXCRCOKCZIT-UHFFFAOYSA-N,1.0,,0.0,,1.0,1.0,0.0,1.0,,0.0,,0.0
UCAGLBKTLXCODC-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCANFCXAKYMFGA-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
UCDKONUHZNTQPY-UHFFFAOYSA-N,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,
UCDPMNSCCRBWIC-UHFFFAOYSA-N,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCEWGESNIULAGX-UHFFFAOYSA-N,,,,,,,,0.0,,0.0,,
UCFQYMKLDPWFHZ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCGJZJXOPSNTGZ-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCLODRCAPZIYOW-UHFFFAOYSA-M,0.0,0.0,,1.0,,0.0,1.0,,0.0,0.0,,
UCMXDJFDVQUZHE-MPGCQMRFSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
UCNVFOCBFJOQAL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,
UCSIFMPORANABL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCTWMZQNUQWSLP-VIFPVBQESA-N,,,,,,,,0.0,,0.0,,
UDCIYVVYDCXLSX-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
